year,iso_week,week_first_session,week_last_session,rebalance_dates,forced_exit_dates,week_end_source_signal_date,gross_target,cash_target,position_count,held_at_week_end,target_weights_at_week_end,constituent_snapshot_date,tradable_constituent_count
2007,3,2007-01-16,2007-01-19,2007-01-16,,2007-01-12,1.0,0.0,5,APCC | ATI | CIEN | MSI | PD,APCC:0.2000000000 | ATI:0.2000000000 | CIEN:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,2007-01-16,454
2007,4,2007-01-22,2007-01-26,2007-01-23,,2007-01-22,1.0,0.0,5,APCC | CIEN | GT | MSI | PD,APCC:0.2000000000 | CIEN:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,2007-01-24,454
2007,5,2007-01-29,2007-02-02,2007-01-30,,2007-01-29,1.0,0.0,5,APCC | CIEN | GT | MSI | PD,APCC:0.2000000000 | CIEN:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,2007-02-02,454
2007,6,2007-02-05,2007-02-09,2007-02-06,,2007-02-05,1.0,0.0,5,CIEN | GT | H | MSI | PD,CIEN:0.2000000000 | GT:0.2000000000 | H:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,2007-02-09,454
2007,7,2007-02-12,2007-02-16,2007-02-13,,2007-02-12,1.0,0.0,5,CIEN | DG | GT | MSI | PD,CIEN:0.2000000000 | DG:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,2007-02-16,454
2007,8,2007-02-20,2007-02-23,2007-02-21,,2007-02-20,1.0,0.0,5,CIEN | DG | GT | MSI | PD,CIEN:0.2000000000 | DG:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,2007-02-23,454
2007,9,2007-02-26,2007-03-02,2007-02-28,,2007-02-27,1.0,0.0,5,ATI | CMX | GT | MHS | MSI,ATI:0.2000000000 | CMX:0.2000000000 | GT:0.2000000000 | MHS:0.2000000000 | MSI:0.2000000000,2007-03-02,455
2007,10,2007-03-05,2007-03-09,2007-03-07,,2007-03-06,1.0,0.0,5,CHRW | CMX | GT | MHS | MSI,CHRW:0.2000000000 | CMX:0.2000000000 | GT:0.2000000000 | MHS:0.2000000000 | MSI:0.2000000000,2007-03-08,455
2007,11,2007-03-12,2007-03-16,2007-03-14,,2007-03-13,1.0,0.0,5,APOL | CHRW | CMX | GT | MSI,APOL:0.2000000000 | CHRW:0.2000000000 | CMX:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000,2007-03-16,455
2007,12,2007-03-19,2007-03-23,2007-03-21,2007-03-23,2007-03-20,0.8,0.2,4,APOL | CHRW | GT | MSI,APOL:0.2000000000 | CHRW:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000,2007-03-23,455
2007,13,2007-03-26,2007-03-30,2007-03-28,,2007-03-27,1.0,0.0,5,APOL | CHRW | GT | MSI | X,APOL:0.2000000000 | CHRW:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | X:0.2000000000,2007-03-30,455
2007,14,2007-04-02,2007-04-05,2007-04-04,,2007-04-03,1.0,0.0,5,APOL | CHRW | GT | MSI | X,APOL:0.2000000000 | CHRW:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | X:0.2000000000,2007-04-05,454
2007,15,2007-04-09,2007-04-13,2007-04-12,,2007-04-11,1.0,0.0,5,DG | DYN | MSI | NOV | X,DG:0.2000000000 | DYN:0.2000000000 | MSI:0.2000000000 | NOV:0.2000000000 | X:0.2000000000,2007-04-13,454
2007,16,2007-04-16,2007-04-20,2007-04-19,,2007-04-18,1.0,0.0,5,BIG | DG | DYN | NOV | X,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | NOV:0.2000000000 | X:0.2000000000,2007-04-16,454
2007,17,2007-04-23,2007-04-27,2007-04-26,,2007-04-25,1.0,0.0,5,BIG | DG | DYN | NOV | X,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | NOV:0.2000000000 | X:0.2000000000,2007-04-26,454
2007,18,2007-04-30,2007-05-04,2007-05-03,,2007-05-02,1.0,0.0,5,BIG | DG | DYN | NOV | X,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | NOV:0.2000000000 | X:0.2000000000,2007-05-04,454
2007,19,2007-05-07,2007-05-11,2007-05-10,,2007-05-09,1.0,0.0,5,BIG | DG | DYN | GT | NOV,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | GT:0.2000000000 | NOV:0.2000000000,2007-05-04,454
2007,20,2007-05-14,2007-05-18,2007-05-17,,2007-05-16,1.0,0.0,5,BIG | DG | DYN | GT | MEDI,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | GT:0.2000000000 | MEDI:0.2000000000,2007-05-16,454
2007,21,2007-05-21,2007-05-25,2007-05-24,,2007-05-23,1.0,0.0,5,BIG | DG | DYN | GT | MEDI,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | GT:0.2000000000 | MEDI:0.2000000000,2007-05-24,454
2007,22,2007-05-29,2007-06-01,2007-06-01,2007-06-01,2007-05-31,0.8,0.2,4,AMZN | BIG | DG | GT,AMZN:0.2000000000 | BIG:0.2000000000 | DG:0.2000000000 | GT:0.2000000000,2007-06-01,454
2007,23,2007-06-04,2007-06-08,2007-06-08,,2007-06-07,1.0,0.0,5,AMZN | BIG | DG | DJ | FDC,AMZN:0.2000000000 | BIG:0.2000000000 | DG:0.2000000000 | DJ:0.2000000000 | FDC:0.2000000000,2007-06-06,454
2007,24,2007-06-11,2007-06-15,2007-06-15,,2007-06-14,1.0,0.0,5,AMZN | CMI | DJ | FDC | SLM,AMZN:0.2000000000 | CMI:0.2000000000 | DJ:0.2000000000 | FDC:0.2000000000 | SLM:0.2000000000,2007-06-14,454
2007,25,2007-06-18,2007-06-22,2007-06-22,,2007-06-21,1.0,0.0,5,AMZN | DJ | FDC | JNPR | SLM,AMZN:0.2000000000 | DJ:0.2000000000 | FDC:0.2000000000 | JNPR:0.2000000000 | SLM:0.2000000000,2007-06-14,454
2007,26,2007-06-25,2007-06-29,2007-06-29,,2007-06-28,1.0,0.0,5,AMZN | AV | CNX | DJ | SLM,AMZN:0.2000000000 | AV:0.2000000000 | CNX:0.2000000000 | DJ:0.2000000000 | SLM:0.2000000000,2007-06-26,454
2007,27,2007-07-02,2007-07-06,,,2007-06-28,1.0,0.0,5,AMZN | AV | CNX | DJ | SLM,AMZN:0.2000000000 | AV:0.2000000000 | CNX:0.2000000000 | DJ:0.2000000000 | SLM:0.2000000000,2007-07-06,454
2007,28,2007-07-09,2007-07-13,2007-07-09,,2007-07-06,1.0,0.0,5,AMZN | AV | BOL | DJ | SLM,AMZN:0.2000000000 | AV:0.2000000000 | BOL:0.2000000000 | DJ:0.2000000000 | SLM:0.2000000000,2007-07-13,454
2007,29,2007-07-16,2007-07-20,2007-07-16,,2007-07-13,1.0,0.0,5,AMZN | AV | BOL | DJ | SLM,AMZN:0.2000000000 | AV:0.2000000000 | BOL:0.2000000000 | DJ:0.2000000000 | SLM:0.2000000000,2007-07-17,454
2007,30,2007-07-23,2007-07-27,2007-07-23,,2007-07-20,1.0,0.0,5,AMZN | AV | BOL | CMI | DJ,AMZN:0.2000000000 | AV:0.2000000000 | BOL:0.2000000000 | CMI:0.2000000000 | DJ:0.2000000000,2007-07-25,454
2007,31,2007-07-30,2007-08-03,2007-07-30,,2007-07-27,1.0,0.0,5,AV | BOL | CPWR | DJ | NVDA,AV:0.2000000000 | BOL:0.2000000000 | CPWR:0.2000000000 | DJ:0.2000000000 | NVDA:0.2000000000,2007-07-25,454
2007,32,2007-08-06,2007-08-10,2007-08-06,,2007-08-03,1.0,0.0,5,BOL | COV | DFS | HLT | NVDA,BOL:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,2007-08-10,454
2007,33,2007-08-13,2007-08-17,2007-08-13,,2007-08-10,1.0,0.0,5,COV | DFS | HLT | MSI | NVDA,COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | MSI:0.2000000000 | NVDA:0.2000000000,2007-08-14,454
2007,34,2007-08-20,2007-08-24,2007-08-20,,2007-08-17,1.0,0.0,5,COV | DFS | HLT | MSI | NVDA,COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | MSI:0.2000000000 | NVDA:0.2000000000,2007-08-24,454
2007,35,2007-08-27,2007-08-31,2007-08-27,,2007-08-24,1.0,0.0,5,CMI | COV | DFS | HLT | NVDA,CMI:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,2007-08-31,455
2007,36,2007-09-04,2007-09-07,2007-09-04,,2007-08-31,1.0,0.0,5,CMI | COV | DFS | HLT | NVDA,CMI:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,2007-09-07,455
2007,37,2007-09-10,2007-09-14,2007-09-11,,2007-09-10,1.0,0.0,5,CMI | COV | DFS | HLT | NVDA,CMI:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,2007-09-14,455
2007,38,2007-09-17,2007-09-21,2007-09-18,,2007-09-17,1.0,0.0,5,CMI | COV | DFS | HLT | NVDA,CMI:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,2007-09-21,455
2007,39,2007-09-24,2007-09-28,2007-09-25,,2007-09-24,1.0,0.0,5,CMI | COV | DFS | HLT | NVDA,CMI:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,2007-09-28,454
2007,40,2007-10-01,2007-10-05,2007-10-02,,2007-10-01,1.0,0.0,5,CMI | HCR | HLT | JNPR | NVDA,CMI:0.2000000000 | HCR:0.2000000000 | HLT:0.2000000000 | JNPR:0.2000000000 | NVDA:0.2000000000,2007-10-04,454
2007,41,2007-10-08,2007-10-12,2007-10-09,,2007-10-08,1.0,0.0,5,AMZN | JNPR | NOV | NVDA | WFT,AMZN:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | NVDA:0.2000000000 | WFT:0.2000000000,2007-10-12,454
2007,42,2007-10-15,2007-10-19,2007-10-16,,2007-10-15,1.0,0.0,5,AMZN | BIIB | JNPR | NOV | WFT,AMZN:0.2000000000 | BIIB:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | WFT:0.2000000000,2007-10-16,454
2007,43,2007-10-22,2007-10-26,2007-10-23,,2007-10-22,1.0,0.0,5,AMZN | BIIB | JNPR | NOV | WFT,AMZN:0.2000000000 | BIIB:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | WFT:0.2000000000,2007-10-26,454
2007,44,2007-10-29,2007-11-02,2007-10-30,,2007-10-29,1.0,0.0,5,AMZN | CI | JNPR | NOV | WFT,AMZN:0.2000000000 | CI:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | WFT:0.2000000000,2007-11-01,454
2007,45,2007-11-05,2007-11-09,2007-11-06,,2007-11-05,1.0,0.0,5,CIEN | FCX | LSI | NOV | NVDA,CIEN:0.2000000000 | FCX:0.2000000000 | LSI:0.2000000000 | NOV:0.2000000000 | NVDA:0.2000000000,2007-11-09,454
2007,46,2007-11-12,2007-11-16,2007-11-13,,2007-11-12,1.0,0.0,5,AAPL | FCX | GS | MBI | NOV,AAPL:0.2000000000 | FCX:0.2000000000 | GS:0.2000000000 | MBI:0.2000000000 | NOV:0.2000000000,2007-11-16,453
2007,47,2007-11-19,2007-11-23,2007-11-20,,2007-11-19,1.0,0.0,5,AAPL | BIIB | FCX | JEC | NOV,AAPL:0.2000000000 | BIIB:0.2000000000 | FCX:0.2000000000 | JEC:0.2000000000 | NOV:0.2000000000,2007-11-23,453
2007,48,2007-11-26,2007-11-30,2007-11-28,,2007-11-27,1.0,0.0,5,AAPL | CNX | CPWR | FCX | JEC,AAPL:0.2000000000 | CNX:0.2000000000 | CPWR:0.2000000000 | FCX:0.2000000000 | JEC:0.2000000000,2007-11-26,454
2007,49,2007-12-03,2007-12-07,2007-12-05,,2007-12-04,1.0,0.0,5,AAPL | APOL | CNX | CPWR | FCX,AAPL:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | CPWR:0.2000000000 | FCX:0.2000000000,2007-12-04,454
2007,50,2007-12-10,2007-12-14,2007-12-12,,2007-12-11,1.0,0.0,5,AAPL | APOL | CNX | FCX | JNS,AAPL:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | FCX:0.2000000000 | JNS:0.2000000000,2007-12-14,455
2007,51,2007-12-17,2007-12-21,2007-12-19,,2007-12-18,1.0,0.0,5,AAPL | APOL | ICE | JNS | THC,AAPL:0.2000000000 | APOL:0.2000000000 | ICE:0.2000000000 | JNS:0.2000000000 | THC:0.2000000000,2007-12-21,455
2007,52,2007-12-24,2007-12-28,2007-12-27,,2007-12-26,1.0,0.0,5,AAPL | AKAM | APOL | CNX | THC,AAPL:0.2000000000 | AKAM:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | THC:0.2000000000,2007-12-27,455
2008,1,2008-01-02,2008-12-31,2008-01-04 | 2008-12-31,,2008-12-30,0.5,0.5,5,FHN | NCC | RF | SWN | WB,FHN:0.1000000000 | NCC:0.1000000000 | RF:0.1000000000 | SWN:0.1000000000 | WB:0.1000000000,2008-12-29,464
2008,2,2008-01-07,2008-01-11,2008-01-11,,2008-01-10,1.0,0.0,5,APOL | CNX | MON | THC | TT,APOL:0.2000000000 | CNX:0.2000000000 | MON:0.2000000000 | THC:0.2000000000 | TT:0.2000000000,2008-01-07,455
2008,3,2008-01-14,2008-01-18,2008-01-18,,2008-01-17,0.5,0.5,5,APOL | CNX | MON | THC | TT,APOL:0.1000000000 | CNX:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-01-15,455
2008,4,2008-01-22,2008-01-25,,,2008-01-17,0.5,0.5,5,APOL | CNX | MON | THC | TT,APOL:0.1000000000 | CNX:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-01-24,455
2008,5,2008-01-28,2008-02-01,2008-01-28,,2008-01-25,0.5,0.5,5,CNX | HES | MON | THC | TT,CNX:0.1000000000 | HES:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-01-30,454
2008,6,2008-02-04,2008-02-08,2008-02-04,,2008-02-01,0.5,0.5,5,CNX | HES | MON | THC | TT,CNX:0.1000000000 | HES:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-02-05,454
2008,7,2008-02-11,2008-02-15,2008-02-11,,2008-02-08,0.5,0.5,5,CNX | HES | MON | THC | TT,CNX:0.1000000000 | HES:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-02-13,454
2008,8,2008-02-19,2008-02-22,2008-02-19,,2008-02-15,0.5,0.5,5,CNX | HES | MON | THC | TT,CNX:0.1000000000 | HES:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-02-19,454
2008,9,2008-02-25,2008-02-29,2008-02-26,,2008-02-25,0.5,0.5,5,CNX | HES | MON | THC | TT,CNX:0.1000000000 | HES:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,2008-02-27,453
2008,10,2008-03-03,2008-03-07,2008-03-04,,2008-03-03,0.5,0.5,5,CNX | HES | JAVA | PHM | TT,CNX:0.1000000000 | HES:0.1000000000 | JAVA:0.1000000000 | PHM:0.1000000000 | TT:0.1000000000,2008-02-27,454
2008,11,2008-03-10,2008-03-14,2008-03-11,,2008-03-10,0.5,0.5,5,CNX | HES | JAVA | PHM | TT,CNX:0.1000000000 | HES:0.1000000000 | JAVA:0.1000000000 | PHM:0.1000000000 | TT:0.1000000000,2008-03-14,454
2008,12,2008-03-17,2008-03-20,2008-03-18,,2008-03-17,0.5,0.5,5,CNX | ETFC | PHM | RRC | TT,CNX:0.1000000000 | ETFC:0.1000000000 | PHM:0.1000000000 | RRC:0.1000000000 | TT:0.1000000000,2008-03-18,453
2008,13,2008-03-24,2008-03-28,2008-03-26,,2008-03-25,0.5,0.5,5,DHI | ETFC | PHM | RRC | WM,DHI:0.1000000000 | ETFC:0.1000000000 | PHM:0.1000000000 | RRC:0.1000000000 | WM:0.1000000000,2008-03-18,453
2008,14,2008-03-31,2008-04-04,2008-04-02,,2008-04-01,0.5,0.5,5,ETFC | KBH | PHM | RRC | WM,ETFC:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000 | RRC:0.1000000000 | WM:0.1000000000,2008-04-04,454
2008,15,2008-04-07,2008-04-11,2008-04-09,,2008-04-08,0.5,0.5,5,BIG | DHI | ETFC | KBH | PHM,BIG:0.1000000000 | DHI:0.1000000000 | ETFC:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000,2008-04-08,455
2008,16,2008-04-14,2008-04-18,2008-04-16,,2008-04-15,0.5,0.5,5,BIG | DHI | DRI | KBH | PHM,BIG:0.1000000000 | DHI:0.1000000000 | DRI:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000,2008-04-18,455
2008,17,2008-04-21,2008-04-25,2008-04-23,,2008-04-22,0.5,0.5,5,BIG | DHI | DRI | KBH | PHM,BIG:0.1000000000 | DHI:0.1000000000 | DRI:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000,2008-04-25,454
2008,18,2008-04-28,2008-05-02,2008-04-30,,2008-04-29,0.5,0.5,5,BIG | DRI | RRC | THC | X,BIG:0.1000000000 | DRI:0.1000000000 | RRC:0.1000000000 | THC:0.1000000000 | X:0.1000000000,2008-04-28,455
2008,19,2008-05-05,2008-05-09,2008-05-07,,2008-05-06,0.5,0.5,5,BIG | CIEN | DRI | RRC | X,BIG:0.1000000000 | CIEN:0.1000000000 | DRI:0.1000000000 | RRC:0.1000000000 | X:0.1000000000,2008-05-08,455
2008,20,2008-05-12,2008-05-16,2008-05-14,,2008-05-13,0.5,0.5,5,BIG | CIEN | FLR | THC | X,BIG:0.1000000000 | CIEN:0.1000000000 | FLR:0.1000000000 | THC:0.1000000000 | X:0.1000000000,2008-05-16,455
2008,21,2008-05-19,2008-05-23,2008-05-21,,2008-05-20,0.5,0.5,5,BIG | CIEN | FLR | THC | X,BIG:0.1000000000 | CIEN:0.1000000000 | FLR:0.1000000000 | THC:0.1000000000 | X:0.1000000000,2008-05-16,455
2008,22,2008-05-27,2008-05-30,2008-05-29,,2008-05-28,0.5,0.5,5,BIG | CIEN | SAF | THC | X,BIG:0.1000000000 | CIEN:0.1000000000 | SAF:0.1000000000 | THC:0.1000000000 | X:0.1000000000,2008-05-29,455
2008,23,2008-06-02,2008-06-06,2008-06-05,,2008-06-04,0.5,0.5,5,BIG | BRCM | CMI | SAF | X,BIG:0.1000000000 | BRCM:0.1000000000 | CMI:0.1000000000 | SAF:0.1000000000 | X:0.1000000000,2008-06-06,455
2008,24,2008-06-09,2008-06-13,2008-06-12,,2008-06-11,0.5,0.5,5,BIG | BRCM | S | SAF | X,BIG:0.1000000000 | BRCM:0.1000000000 | S:0.1000000000 | SAF:0.1000000000 | X:0.1000000000,2008-06-12,456
2008,25,2008-06-16,2008-06-20,2008-06-19,,2008-06-18,0.5,0.5,5,BRCM | CNX | S | SAF | X,BRCM:0.1000000000 | CNX:0.1000000000 | S:0.1000000000 | SAF:0.1000000000 | X:0.1000000000,2008-06-18,456
2008,26,2008-06-23,2008-06-27,2008-06-26,,2008-06-25,0.5,0.5,5,BRCM | CNX | MEE | SAF | SLM,BRCM:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | SAF:0.1000000000 | SLM:0.1000000000,2008-06-26,457
2008,27,2008-06-30,2008-07-03,2008-07-03,,2008-07-02,0.5,0.5,5,BRCM | CNX | MEE | S | SAF,BRCM:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | S:0.1000000000 | SAF:0.1000000000,2008-07-02,456
2008,28,2008-07-07,2008-07-11,2008-07-11,,2008-07-10,0.5,0.5,5,BIG | CNX | MEE | S | SAF,BIG:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | S:0.1000000000 | SAF:0.1000000000,2008-07-09,456
2008,29,2008-07-14,2008-07-18,2008-07-18,,2008-07-17,0.5,0.5,5,BIG | CNX | MEE | S | SAF,BIG:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | S:0.1000000000 | SAF:0.1000000000,2008-07-18,458
2008,30,2008-07-21,2008-07-25,2008-07-25,,2008-07-24,0.5,0.5,5,BIG | CNX | JBL | L | MEE,BIG:0.1000000000 | CNX:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000,2008-07-21,458
2008,31,2008-07-28,2008-08-01,2008-08-01,,2008-07-31,0.5,0.5,5,CNX | JBL | L | MEE | NOV,CNX:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000 | NOV:0.1000000000,2008-08-01,458
2008,32,2008-08-04,2008-08-08,2008-08-08,,2008-08-07,0.5,0.5,5,APOL | BIG | JBL | L | MEE,APOL:0.1000000000 | BIG:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000,2008-08-06,459
2008,33,2008-08-11,2008-08-15,2008-08-15,,2008-08-14,0.5,0.5,5,APOL | JBL | L | MEE | ROH,APOL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000 | ROH:0.1000000000,2008-08-06,459
2008,34,2008-08-18,2008-08-22,2008-08-22,,2008-08-21,0.5,0.5,5,APOL | BRL | JBL | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,2008-08-22,460
2008,35,2008-08-25,2008-08-29,2008-08-29,,2008-08-28,0.5,0.5,5,APOL | BRL | JBL | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,2008-08-28,460
2008,36,2008-09-02,2008-09-05,,,2008-08-28,0.5,0.5,5,APOL | BRL | JBL | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,2008-08-28,460
2008,37,2008-09-08,2008-09-12,2008-09-08,,2008-09-05,0.5,0.5,5,APOL | BRL | JBL | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,2008-09-12,460
2008,38,2008-09-15,2008-09-19,2008-09-15,,2008-09-12,0.5,0.5,5,APOL | BRL | JBL | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,2008-09-18,462
2008,39,2008-09-22,2008-09-26,2008-09-22,,2008-09-19,0.5,0.5,5,APOL | BRL | FTR | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | FTR:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,2008-09-26,463
2008,40,2008-09-29,2008-10-03,2008-09-29,,2008-09-26,0.5,0.5,5,APOL | BRL | FTR | MBI | ROH,APOL:0.1000000000 | BRL:0.1000000000 | FTR:0.1000000000 | MBI:0.1000000000 | ROH:0.1000000000,2008-10-03,462
2008,41,2008-10-06,2008-10-10,2008-10-06,,2008-10-03,0.5,0.5,5,FHN | FTR | MBI | MTG | ROH,FHN:0.1000000000 | FTR:0.1000000000 | MBI:0.1000000000 | MTG:0.1000000000 | ROH:0.1000000000,2008-10-08,462
2008,42,2008-10-13,2008-10-17,2008-10-13,,2008-10-10,0.5,0.5,5,FHN | FTR | HBAN | MBI | MTG,FHN:0.1000000000 | FTR:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000 | MTG:0.1000000000,2008-10-16,462
2008,43,2008-10-20,2008-10-24,2008-10-20,,2008-10-17,0.5,0.5,5,FHN | FTR | HBAN | MBI | MTG,FHN:0.1000000000 | FTR:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000 | MTG:0.1000000000,2008-10-24,462
2008,44,2008-10-27,2008-10-31,2008-10-27,2008-10-31,2008-10-24,0.4,0.6,4,FHN | FTR | HBAN | MBI,FHN:0.1000000000 | FTR:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000,2008-10-31,462
2008,45,2008-11-03,2008-11-07,2008-11-03,,2008-10-31,0.5,0.5,5,FHN | HBAN | MBI | SNDK | ZION,FHN:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000 | SNDK:0.1000000000 | ZION:0.1000000000,2008-11-07,462
2008,46,2008-11-10,2008-11-14,2008-11-10,,2008-11-07,0.2,0.8,2,CME | UST,CME:0.1000000000 | UST:0.1000000000,2008-11-14,462
2008,47,2008-11-17,2008-11-21,2008-11-17,,2008-11-14,0.5,0.5,5,CME | HBAN | MI | RF | ZION,CME:0.1000000000 | HBAN:0.1000000000 | MI:0.1000000000 | RF:0.1000000000 | ZION:0.1000000000,2008-11-20,463
2008,48,2008-11-24,2008-11-28,2008-11-24,,2008-11-21,0.5,0.5,5,FHN | HBAN | MI | RF | ZION,FHN:0.1000000000 | HBAN:0.1000000000 | MI:0.1000000000 | RF:0.1000000000 | ZION:0.1000000000,2008-11-28,463
2008,49,2008-12-01,2008-12-05,2008-12-02,,2008-12-01,0.5,0.5,5,BBT | HBAN | MI | MU | ZION,BBT:0.1000000000 | HBAN:0.1000000000 | MI:0.1000000000 | MU:0.1000000000 | ZION:0.1000000000,2008-12-05,464
2008,50,2008-12-08,2008-12-12,2008-12-09,,2008-12-08,0.4,0.6,4,APOL | HBAN | SWN | ZION,APOL:0.1000000000 | HBAN:0.1000000000 | SWN:0.1000000000 | ZION:0.1000000000,2008-12-08,464
2008,51,2008-12-15,2008-12-19,2008-12-16,,2008-12-15,0.5,0.5,5,ADM | APOL | FDO | ROH | SWN,ADM:0.1000000000 | APOL:0.1000000000 | FDO:0.1000000000 | ROH:0.1000000000 | SWN:0.1000000000,2008-12-19,464
2008,52,2008-12-22,2008-12-26,2008-12-23,,2008-12-22,0.2,0.8,2,APOL | UST,APOL:0.1000000000 | UST:0.1000000000,2008-12-26,464
2009,1,2009-01-02,2009-01-02,,2009-01-02,2008-12-30,0.3,0.7,3,FHN | RF | SWN,FHN:0.1000000000 | RF:0.1000000000 | SWN:0.1000000000,2009-01-02,464
2009,2,2009-01-05,2009-01-09,2009-01-08,,2009-01-07,0.5,0.5,5,ADM | BK | FHN | NUE | SUN,ADM:0.1000000000 | BK:0.1000000000 | FHN:0.1000000000 | NUE:0.1000000000 | SUN:0.1000000000,2009-01-09,464
2009,3,2009-01-12,2009-01-16,2009-01-15,,2009-01-14,0.5,0.5,5,ADM | F | NUE | STR | SUN,ADM:0.1000000000 | F:0.1000000000 | NUE:0.1000000000 | STR:0.1000000000 | SUN:0.1000000000,2009-01-15,464
2009,4,2009-01-20,2009-01-23,2009-01-23,,2009-01-22,0.5,0.5,5,ADM | AN | F | NUE | SUN,ADM:0.1000000000 | AN:0.1000000000 | F:0.1000000000 | NUE:0.1000000000 | SUN:0.1000000000,2009-01-15,464
2009,5,2009-01-26,2009-01-30,2009-01-30,,2009-01-29,0.5,0.5,5,AN | LEN | LM | ODP | SUN,AN:0.1000000000 | LEN:0.1000000000 | LM:0.1000000000 | ODP:0.1000000000 | SUN:0.1000000000,2009-01-30,463
2009,6,2009-02-02,2009-02-06,2009-02-06,,2009-02-05,0.5,0.5,5,AN | LEN | LM | ODP | SUN,AN:0.1000000000 | LEN:0.1000000000 | LM:0.1000000000 | ODP:0.1000000000 | SUN:0.1000000000,2009-02-05,463
